Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq CNA	Is Cancer Gene CN(source: OncoKB)
KIR2DS4	1.770e-1	19q13.42	AMP	3	0.6%	No
KIR3DL1	1.770e-1	19q13.42	AMP	3	0.6%	No
KIR3DL2	1.770e-1	19q13.42	AMP	3	0.6%	No
KLC1		14q32.33	AMP	3	0.6%	No
KPNA1		3q21.1	HOMDEL	3	0.6%	No
LAIR1	1.770e-1	19q13.42	AMP	3	0.6%	No
LAIR2	1.770e-1	19q13.42	AMP	3	0.6%	No
LAMA5	7.085e-2	20q13.33	AMP	3	0.6%	No
LAMB1		7q31.1	HOMDEL	3	0.6%	No
LAMB2		3p21.31	HOMDEL	3	0.6%	No
LCK		1p35.2	AMP	3	0.6%	Yes
LECT2		5q31.1	HOMDEL	3	0.6%	No
LECT2	1.645e-1	5q31.1	AMP	3	0.6%	No
LETM1		4p16.3	HOMDEL	3	0.6%	No
LFNG		7p22.3	HOMDEL	3	0.6%	No
LGALS4		19q13.2	HOMDEL	3	0.6%	No
LGALS4		19q13.2	AMP	3	0.6%	No
LGALS7		19q13.2	HOMDEL	3	0.6%	No
LGALS7		19q13.2	AMP	3	0.6%	No
LGALS8		1q43	AMP	3	0.6%	No
LGALS9		17q11.2	HOMDEL	3	0.6%	No
LIG4		13q33.3	AMP	3	0.6%	No
FADS1		11q12.2	HOMDEL	3	0.6%	No
FADS3		11q12.2	HOMDEL	3	0.6%	No
LMNA		1q22	AMP	3	0.6%	Yes
PRICKLE3		Xp11.23	AMP	3	0.6%	No
LPO		17q22	AMP	3	0.6%	No
LRMP		12p12.1	HOMDEL	3	0.6%	No
LTC4S	1.645e-1	5q35.3	AMP	3	0.6%	No
LY6E		8q24.3	HOMDEL	3	0.6%	No
LY6H		8q24.3	HOMDEL	3	0.6%	No
LY75		2q24.2	AMP	3	0.6%	No
LYL1		19p13.13	HOMDEL	3	0.6%	Yes
LYN		8q12.1	HOMDEL	3	0.6%	Yes
EPCAM		2p21	HOMDEL	3	0.6%	Yes
NBR1		17q21.31	AMP	3	0.6%	No
SMAD5		5q31.1	HOMDEL	3	0.6%	No
SMAD6		15q22.31	HOMDEL	3	0.6%	No
MAG		19q13.12	AMP	3	0.6%	No
MAGEA1		Xq28	AMP	3	0.6%	No
MAGEA2		Xq28	AMP	3	0.6%	No
MAGEA3		Xq28	AMP	3	0.6%	No
MAGEA6		Xq28	AMP	3	0.6%	No
MAGEA12		Xq28	AMP	3	0.6%	No
MAGEB1		Xp21.2	AMP	3	0.6%	No
MAGEB2		Xp21.2	AMP	3	0.6%	No
MAGEB3		Xp21.2	AMP	3	0.6%	No
MAGEB4		Xp21.2	AMP	3	0.6%	No
MAN2B1		19p13.13	HOMDEL	3	0.6%	No
MANBA		4q24	HOMDEL	3	0.6%	No
MAOB		Xp11.3	HOMDEL	3	0.6%	No
MAP6		11q13.5	AMP	3	0.6%	No
MARK3		14q32.32-q32.33	AMP	3	0.6%	No
MARS		12q13.3	HOMDEL	3	0.6%	No
MBNL1		3q25.1-q25.2	HOMDEL	3	0.6%	No
MC3R	7.085e-2	20q13.2	AMP	3	0.6%	No
MCM7	1.271e-2	7q22.1	AMP	3	0.6%	No
DNAJB9		7q31.1|14q24.2-q24.3	HOMDEL	3	0.6%	No
MEF2D		1q22	AMP	3	0.6%	No
MAP3K5		6q23.3	HOMDEL	3	0.6%	No
MGAT2		14q21.3	AMP	3	0.6%	No
MIA2		14q21.1	AMP	3	0.6%	No
CD99		Xp22.33 and Yp11.2	AMP	3	0.6%	No
MIF		22q11.23	HOMDEL	3	0.6%	No
MAP3K10		19q13.2	HOMDEL	3	0.6%	No
MLLT3		9p21.3	HOMDEL	3	0.6%	Yes
NR3C2		4q31.23	HOMDEL	3	0.6%	No
MMP11		22q11.23	HOMDEL	3	0.6%	No
MMP14		14q11.2	HOMDEL	3	0.6%	No
MNAT1		14q23.1	HOMDEL	3	0.6%	No
MOS		8q12.1	HOMDEL	3	0.6%	No
MOV10		1p13.2	HOMDEL	3	0.6%	No
CD200		3q13.2	AMP	3	0.6%	No
MPO		17q22	AMP	3	0.6%	No
MSH2		2p21-p16.3	HOMDEL	3	0.6%	Yes
MST1		3p21.31	HOMDEL	3	0.6%	Yes
MSX1		4p16.2	AMP	3	0.6%	No
MTTP		4q23	HOMDEL	3	0.6%	No
MTRR		5p15.31	HOMDEL	3	0.6%	No
MUC3A		7q22.1	HOMDEL	3	0.6%	No
TRIM37		17q22	AMP	3	0.6%	No
MXI1		10q25.2	HOMDEL	3	0.6%	No
MYB		6q23.3	HOMDEL	3	0.6%	Yes
MYBL2	7.085e-2	20q13.12	AMP	3	0.6%	No
MYBPC2		19q13.33	HOMDEL	3	0.6%	No
MYL1		2q34	HOMDEL	3	0.6%	No
MYL5		4p16.3	HOMDEL	3	0.6%	No
MYO1D		17q11.2	HOMDEL	3	0.6%	No
MYO9A		15q23	HOMDEL	3	0.6%	No
PPP1R12A		12q21.2-q21.31	HOMDEL	3	0.6%	No
NAGA		22q13.2	HOMDEL	3	0.6%	No
NAP1L4		11p15.4	HOMDEL	3	0.6%	No
CEACAM6		19q13.2	HOMDEL	3	0.6%	No
NBN		8q21.3	HOMDEL	3	0.6%	Yes
NDP		Xp11.3	HOMDEL	3	0.6%	No
NDUFA4		7p21.3	HOMDEL	3	0.6%	No
NDUFA4		7p21.3	AMP	3	0.6%	No
NDUFA5		7q31.32	AMP	3	0.6%	No
NDUFA6		22q13.2	HOMDEL	3	0.6%	No
NDUFAB1		16p12.2	AMP	3	0.6%	No
NDUFB8		10q24.31	AMP	3	0.6%	No
NDUFS6		5p15.33	AMP	3	0.6%	No
NEDD9		6p24.2	HOMDEL	3	0.6%	No
NEK1		4q33	AMP	3	0.6%	No
NELL2		12q12	HOMDEL	3	0.6%	No
NEUROD2		17q12	HOMDEL	3	0.6%	No
NEUROG1	1.645e-1	5q31.1	AMP	3	0.6%	No
NFIC		19p13.3	AMP	3	0.6%	No
NFIX		19p13.13	HOMDEL	3	0.6%	No
NFKBIA		14q13.2	AMP	3	0.6%	Yes
NFKBIB		19q13.2	HOMDEL	3	0.6%	No
NFKBIB		19q13.2	AMP	3	0.6%	No
TONSL		8q24.3	HOMDEL	3	0.6%	No
NFRKB		11q24.3	AMP	3	0.6%	No
SNU13		22q13.2	HOMDEL	3	0.6%	No
NNAT		20q11.23	HOMDEL	3	0.6%	No
NOS2		17q11.2	HOMDEL	3	0.6%	No
NOS3		7q36.1	HOMDEL	3	0.6%	No
NOS3		7q36.1	AMP	3	0.6%	No
CNOT4		7q33	AMP	3	0.6%	No
PNP		14q11.2	HOMDEL	3	0.6%	No
NPR2		9p13.3	AMP	3	0.6%	No
NPY1R		4q32.2	AMP	3	0.6%	No
NPY2R		4q32.1	HOMDEL	3	0.6%	No
NPY6R		5q31.2	HOMDEL	3	0.6%	No
NPY5R		4q32.2	AMP	3	0.6%	No
NRAS		1p13.2	HOMDEL	3	0.6%	Yes
NRCAM		7q31.1	HOMDEL	3	0.6%	No
ROR2		9q22.31	AMP	3	0.6%	No
NTSR1	7.085e-2	20q13.33	AMP	3	0.6%	No
NUMA1		11q13.4	AMP	3	0.6%	Yes
OAT		10q26.13	AMP	3	0.6%	No
TBC1D25		Xp11.23	AMP	3	0.6%	No
OAZ1		19p13.3	HOMDEL	3	0.6%	No
OCA2		15q12-q13.1	AMP	3	0.6%	No
OMP		11q13.5	AMP	3	0.6%	No
OPRD1		1p35.3	HOMDEL	3	0.6%	No
SIX6		14q23.1	HOMDEL	3	0.6%	No
ORC5		7q22.1-q22.2	HOMDEL	3	0.6%	No
ORC5	1.271e-2	7q22.1-q22.2	AMP	3	0.6%	No
OXA1L		14q11.2	HOMDEL	3	0.6%	No
P2RY2		11q13.4	AMP	3	0.6%	No
P2RY6		11q13.4	AMP	3	0.6%	No
PCSK6		15q26.3	HOMDEL	3	0.6%	No
SERPINE1		7q22.1	HOMDEL	3	0.6%	No
PAK1		11q13.5-q14.1	AMP	3	0.6%	Yes
REG3A		2p12	HOMDEL	3	0.6%	No
PAX2		10q24.31	AMP	3	0.6%	No
PAX3		2q36.1	HOMDEL	3	0.6%	Yes
PAX7		1p36.13	HOMDEL	3	0.6%	Yes
PCBD1		10q22.1	HOMDEL	3	0.6%	No
PCCA		13q32.3	AMP	3	0.6%	No
SERPINA5		14q32.13	AMP	3	0.6%	No
PCK1	7.085e-2	20q13.31	AMP	3	0.6%	No
PCMT1		6q25.1	HOMDEL	3	0.6%	No
PCNA		20p12.3	HOMDEL	3	0.6%	No
CDK16		Xp11.3	AMP	3	0.6%	No
PDCD1		2q37.3	HOMDEL	3	0.6%	Yes
PDE1A		2q32.1	AMP	3	0.6%	No
PDE7A		8q13.1	HOMDEL	3	0.6%	No
PDGFRA		4q12	HOMDEL	3	0.6%	Yes
PDE6B		4p16.3	HOMDEL	3	0.6%	No
PDHB		3p14.3	HOMDEL	3	0.6%	No
PDHB		3p14.3	AMP	3	0.6%	No
ENPP1		6q23.2	HOMDEL	3	0.6%	No
ENPP3		6q23.2	HOMDEL	3	0.6%	No
SLC26A4		7q22.3	HOMDEL	3	0.6%	No
PDYN		20p13	HOMDEL	3	0.6%	No
PEG3	1.770e-1	19q13.43	AMP	3	0.6%	No
PENK		8q12.1	HOMDEL	3	0.6%	No
GATB		4q31.3	AMP	3	0.6%	No
PEX12		17q12	HOMDEL	3	0.6%	No
PFDN1		5q31.3	HOMDEL	3	0.6%	No
PFDN1	1.645e-1	5q31.3	AMP	3	0.6%	No
PFDN4	7.085e-2	20q13.2	AMP	3	0.6%	No
PFKFB3		10p15.1	AMP	3	0.6%	No
PFN2		3q25.1	HOMDEL	3	0.6%	No
CDK14		7q21.13	HOMDEL	3	0.6%	No
PGK2		6p12.3	HOMDEL	3	0.6%	No
PHKB		16q12.1	HOMDEL	3	0.6%	No
PHKG2		16p11.2	HOMDEL	3	0.6%	No
SERPINA1		14q32.13	AMP	3	0.6%	No
SERPINA4		14q32.13	AMP	3	0.6%	No
PIGF	9.611e-2	2p21	HOMDEL	3	0.6%	No
PIK3CD		1p36.22	HOMDEL	3	0.6%	Yes
PIK3CG	1.271e-2	7q22.3	AMP	3	0.6%	Yes
PIP		7q34	AMP	3	0.6%	No
PKD2		4q22.1	HOMDEL	3	0.6%	No
PKHD1		6p12.3-p12.2	HOMDEL	3	0.6%	No
PKM		15q23	HOMDEL	3	0.6%	No
PLAG1		8q12.1	HOMDEL	3	0.6%	Yes
PLCB4		20p12.3-p12.2	HOMDEL	3	0.6%	No
PLCD1		3p22.2	HOMDEL	3	0.6%	No
PLCL1		2q33.1	HOMDEL	3	0.6%	No
PLEC		8q24.3	HOMDEL	3	0.6%	No
PLEK		2p14	HOMDEL	3	0.6%	No
PLGLB2		2p11.2	HOMDEL	3	0.6%	No
PLGLB1		2p11.2	HOMDEL	3	0.6%	No
PLK1		16p12.2	AMP	3	0.6%	No
FXYD1		19q13.12	AMP	3	0.6%	No
FXYD3		19q13.12	AMP	3	0.6%	No
PLP2		Xp11.23	AMP	3	0.6%	No
PLXNA1		3q21.3	HOMDEL	3	0.6%	No
PMCHL1		5p14.3	AMP	3	0.6%	No
PMM1		22q13.2	HOMDEL	3	0.6%	No
PMS2P4		7q11.21	HOMDEL	3	0.6%	No
EXOSC10		1p36.22	HOMDEL	3	0.6%	No
PNMT		17q12	HOMDEL	3	0.6%	No
PNN		14q21.1	AMP	3	0.6%	No
UBL3		13q12.3	AMP	3	0.6%	No
SEPTIN4		17q22	HOMDEL	3	0.6%	No
SEPTIN4		17q22	AMP	3	0.6%	No
POLD1		19q13.33	HOMDEL	3	0.6%	Yes
POLE2		14q21.3	AMP	3	0.6%	No
POLR2B		4q12	HOMDEL	3	0.6%	No
POLR2G		11q12.3	HOMDEL	3	0.6%	No
POLR2J		7q22.1	HOMDEL	3	0.6%	No
POLR2J	1.271e-2	7q22.1	AMP	3	0.6%	No
POU3F3		2q12.1	HOMDEL	3	0.6%	No
POU3F4		Xq21.1	HOMDEL	3	0.6%	No
POU4F3	1.645e-1	5q32	AMP	3	0.6%	No
MED1		17q12	HOMDEL	3	0.6%	No
PPM1A		14q23.1	HOMDEL	3	0.6%	No
PPP1R3A		7q31.1	AMP	3	0.6%	No
PPP1R3D	7.085e-2	20q13.33	AMP	3	0.6%	No
PPP1R8		1p35.3	HOMDEL	3	0.6%	No
PPP2R2B		5q32	HOMDEL	3	0.6%	No
PPP2R2B	1.645e-1	5q32	AMP	3	0.6%	No
PPP2R2C		4p16.1	AMP	3	0.6%	No
PPP2R5C		14q32.31	AMP	3	0.6%	No
SRGN		10q22.1	HOMDEL	3	0.6%	No
PRKACA		19p13.12	HOMDEL	3	0.6%	Yes
PRKAR2B	1.271e-2	7q22.3	AMP	3	0.6%	No
PRKCB		16p12.2-p12.1	AMP	3	0.6%	No
PRKCG	1.770e-1	19q13.42	AMP	3	0.6%	No
PRKCH		14q23.1	HOMDEL	3	0.6%	No
PRKCQ		10p15.1	AMP	3	0.6%	No
MAP2K2		19p13.3	HOMDEL	3	0.6%	Yes
THAP12		11q13.5	AMP	3	0.6%	No
PRKX		Xp22.33	HOMDEL	3	0.6%	No
PRKX		Xp22.33	AMP	3	0.6%	No
PRNP		20p13	HOMDEL	3	0.6%	No
PRPH		12q13.12	AMP	3	0.6%	No
PRPS1		Xq22.3	HOMDEL	3	0.6%	No
PRPS2		Xp22.2	AMP	3	0.6%	No
PRPSAP1		17q25.1	HOMDEL	3	0.6%	No
PRRG1		Xp21.1	HOMDEL	3	0.6%	No
RELN		7q22.1	HOMDEL	3	0.6%	Yes
PRSS8		16p11.2	HOMDEL	3	0.6%	Yes
PSMA5		1p13.3	HOMDEL	3	0.6%	No
PSMA6		14q13.2	AMP	3	0.6%	No
PSMA7	7.085e-2	20q13.33	AMP	3	0.6%	No
PSMC4		19q13.2	HOMDEL	3	0.6%	No
PSMD11		17q11.2	HOMDEL	3	0.6%	No
PTAFR		1p35.3	HOMDEL	3	0.6%	No
PTH2R		2q34	HOMDEL	3	0.6%	No
PTN		7q33	AMP	3	0.6%	No
QSOX1		1q25.2	HOMDEL	3	0.6%	No
PTPN12		7q11.23	AMP	3	0.6%	No
PTPN13		4q21.3	HOMDEL	3	0.6%	Yes
PTPN13		4q21.3	AMP	3	0.6%	Yes
PTPRM		18p11.23	AMP	3	0.6%	No
PTPRN		2q35	HOMDEL	3	0.6%	No
PTPRN2		7q36.3	HOMDEL	3	0.6%	No
PURA	1.645e-1	5q31.3	AMP	3	0.6%	No
PYGB		20p11.21	AMP	3	0.6%	No
QARS		3p21.31	HOMDEL	3	0.6%	No
RAB3IL1		11q12.2-q12.3	HOMDEL	3	0.6%	No
RAB5A		3p24.3	HOMDEL	3	0.6%	No
RAB6A		11q13.4	AMP	3	0.6%	No
RAD21		8q24.11	HOMDEL	3	0.6%	Yes
RAD23A		19p13.13	HOMDEL	3	0.6%	No
RAD51C		17q22	HOMDEL	3	0.6%	Yes
RAD51C		17q22	AMP	3	0.6%	Yes
RAD52		12p13.33	HOMDEL	3	0.6%	Yes
RAP1GDS1		4q23	HOMDEL	3	0.6%	Yes
RAP2B		3q25.2	HOMDEL	3	0.6%	No
RARA		17q21.2	HOMDEL	3	0.6%	Yes
RARRES2		7q36.1	HOMDEL	3	0.6%	No
RARRES2		7q36.1	AMP	3	0.6%	No
RASA2		3q23	HOMDEL	3	0.6%	No
RBBP4		1p35.1	AMP	3	0.6%	No
RBBP6		16p12.1	HOMDEL	3	0.6%	No
RBBP6		16p12.1	AMP	3	0.6%	No
RBM3		Xp11.23	AMP	3	0.6%	No
RBP4		10q23.33	AMP	3	0.6%	No
REG1A		2p12	HOMDEL	3	0.6%	No
REG1B		2p12	HOMDEL	3	0.6%	No
REG1CP		2p12	HOMDEL	3	0.6%	No
TRIM27		6p22.1	HOMDEL	3	0.6%	Yes
RFX1		19p13.12	HOMDEL	3	0.6%	No
RGS12		4p16.3	AMP	3	0.6%	No
RHAG		6p12.3	HOMDEL	3	0.6%	No
RHEB		7q36.1	HOMDEL	3	0.6%	Yes
RHEB		7q36.1	AMP	3	0.6%	Yes
RMRP		9p13.3	AMP	3	0.6%	No
RN7SL1		14q21.3	AMP	3	0.6%	No
SNORD15A		11q13.4	AMP	3	0.6%	No
RNY1		7q36.1	HOMDEL	3	0.6%	No
RNY1		7q36.1	AMP	3	0.6%	No
RNY3		7q36.1	HOMDEL	3	0.6%	No
RNY3		7q36.1	AMP	3	0.6%	No
RNY4		7q36.1	HOMDEL	3	0.6%	No
RNY4		7q36.1	AMP	3	0.6%	No
RNY4P3		16q12.1	AMP	3	0.6%	No
RNY5		7q36.1	HOMDEL	3	0.6%	No
RNY5		7q36.1	AMP	3	0.6%	No
RP2		Xp11.3	AMP	3	0.6%	No
RPA2		1p35.3	HOMDEL	3	0.6%	No
RPL8		8q24.3	HOMDEL	3	0.6%	No
RPL36AL		14q21.3	AMP	3	0.6%	No
MRPS12		19q13.2	AMP	3	0.6%	No
RPN1		3q21.3	HOMDEL	3	0.6%	Yes
RPS3		11q13.4	AMP	3	0.6%	No
RPS3A		4q31.3	AMP	3	0.6%	No
RPS6KA1		1p36.11	HOMDEL	3	0.6%	No
RPS6KA3		Xp22.12	AMP	3	0.6%	No
RPS6KB1		17q23.1	HOMDEL	3	0.6%	No
RPS9	1.770e-1	19q13.42	AMP	3	0.6%	No
RPS16		19q13.2	HOMDEL	3	0.6%	No
RPS19		19q13.2	HOMDEL	3	0.6%	No
RPS21	7.085e-2	20q13.33	AMP	3	0.6%	No
RPS25		11q23.3	AMP	3	0.6%	No
RPS29		14q21.3	AMP	3	0.6%	No
RTN1		14q23.1	HOMDEL	3	0.6%	No
SORT1		1p13.3|1p21.3-p13.1	HOMDEL	3	0.6%	No
S100P		4p16.1	AMP	3	0.6%	No
ACSM3		16p12.3	AMP	3	0.6%	No
SALL2		14q11.2	HOMDEL	3	0.6%	No
SARS		1p13.3	HOMDEL	3	0.6%	No
ATXN2		12q24.12	HOMDEL	3	0.6%	Yes
SCD		10q24.31	AMP	3	0.6%	No
CLEC11A		19q13.33	HOMDEL	3	0.6%	No
SCN1B		19q13.11	AMP	3	0.6%	No
SCNN1B		16p12.2	AMP	3	0.6%	No
SCNN1G		16p12.2	AMP	3	0.6%	No
SRL		16p13.3	HOMDEL	3	0.6%	No
CCL19		9p13.3	AMP	3	0.6%	No
CCL21		9p13.3	AMP	3	0.6%	No
SDHA		5p15.33	AMP	3	0.6%	Yes
SDHB		1p36.13	HOMDEL	3	0.6%	Yes
SEL1L		14q31.1	HOMDEL	3	0.6%	No
SRSF1		17q22	AMP	3	0.6%	No
SRSF6	7.085e-2	20q13.11	AMP	3	0.6%	No
SGCB		4q12	HOMDEL	3	0.6%	No
SGCD		5q33.2-q33.3	HOMDEL	3	0.6%	No
SGK1		6q23.2	HOMDEL	3	0.6%	Yes
SCG5		15q13.3	AMP	3	0.6%	Yes
SH3BGRL		Xq21.1	HOMDEL	3	0.6%	No
SH3GL1		19p13.3	HOMDEL	3	0.6%	Yes
SHOX		Xp22.33 and Yp11.2	AMP	3	0.6%	No
SIAH1		16q12.1	HOMDEL	3	0.6%	No
ST3GAL1		8q24.22	HOMDEL	3	0.6%	No
SIX1		14q23.1	HOMDEL	3	0.6%	Yes
SLC1A3		5p13.2	AMP	3	0.6%	No
SLC3A2		11q12.3	HOMDEL	3	0.6%	No
SLC4A2		7q36.1	HOMDEL	3	0.6%	No
SLC4A2		7q36.1	AMP	3	0.6%	No
SLC5A1		22q12.3	HOMDEL	3	0.6%	No
SLC5A2		16p11.2	HOMDEL	3	0.6%	No
SLC6A3		5p15.33	AMP	3	0.6%	No
SLC7A1		13q12.3	AMP	3	0.6%	No
SLC8A1		2p22.1	AMP	3	0.6%	No
SLC9A3		5p15.33	AMP	3	0.6%	No
SLC11A1		2q35	AMP	3	0.6%	No
SLC16A1		1p13.2	HOMDEL	3	0.6%	No
SLC17A1		6p22.2	HOMDEL	3	0.6%	No
SLIT3		5q34-q35.1	HOMDEL	3	0.6%	No
SMARCA1		Xq25-q26.1	AMP	3	0.6%	Yes
SMARCB1		22q11.23|22q11	HOMDEL	3	0.6%	Yes
SMARCD3		7q36.1	HOMDEL	3	0.6%	No
SMARCD3		7q36.1	AMP	3	0.6%	No
SIGLEC1		20p13	HOMDEL	3	0.6%	No
SNAP25		20p12.2	HOMDEL	3	0.6%	No
SNCB	1.645e-1	5q35.2	AMP	3	0.6%	No
SNRPA1		15q26.3	HOMDEL	3	0.6%	No
SNRPB		20p13	HOMDEL	3	0.6%	No
SNRPG		2p13.3	HOMDEL	3	0.6%	No
SNRPN		15q11.2	HOMDEL	3	0.6%	No
SOX1		13q34	AMP	3	0.6%	No
SP2		17q21.32	HOMDEL	3	0.6%	No
SPAG4		20q11.22	HOMDEL	3	0.6%	No
SPIB		19q13.33	HOMDEL	3	0.6%	No
SPP1		4q22.1	HOMDEL	3	0.6%	No
SPTB		14q23.3	AMP	3	0.6%	No
SPTBN1		2p16.2	AMP	3	0.6%	No
SRC		20q11.23	HOMDEL	3	0.6%	Yes
SRI	1.271e-2	7q21.12	AMP	3	0.6%	No
AKR1D1		7q33	HOMDEL	3	0.6%	No
SREBF1		17p11.2	AMP	3	0.6%	No
SREBF2		22q13.2	HOMDEL	3	0.6%	No
SRM		1p36.22	HOMDEL	3	0.6%	No
SRP54		14q13.2	AMP	3	0.6%	No
SSBP1		7q34	HOMDEL	3	0.6%	No
SSTR1		14q21.1	AMP	3	0.6%	No
SSTR4		20p11.21	HOMDEL	3	0.6%	No
SSTR5		16p13.3	HOMDEL	3	0.6%	No
SSX1		Xp11.23	AMP	3	0.6%	Yes
SSX5		Xp11.23	AMP	3	0.6%	No
SSX4		Xp11.23	AMP	3	0.6%	Yes
SS18		18q11.2	HOMDEL	3	0.6%	Yes
AURKA	7.085e-2	20q13.2	AMP	3	0.6%	Yes
STX3		11q12.1	HOMDEL	3	0.6%	No
STX4		16p11.2	HOMDEL	3	0.6%	No
STXBP3		1p13.3	HOMDEL	3	0.6%	No
SUPT4H1		17q22	AMP	3	0.6%	No
SUPT5H		19q13.2	HOMDEL	3	0.6%	No
SUV39H1		Xp11.23	AMP	3	0.6%	No
SVIL		10p11.23	HOMDEL	3	0.6%	No
SYCP1		1p13.2	HOMDEL	3	0.6%	No
SYP		Xp11.23	AMP	3	0.6%	No
SYT1		12q21.2	HOMDEL	3	0.6%	No
ADAM17		2p25.1	AMP	3	0.6%	No
TADA2A		17q12	HOMDEL	3	0.6%	No
TAF4	7.085e-2	20q13.33	AMP	3	0.6%	No
TAF7	1.645e-1	5q31.3	AMP	3	0.6%	No
TAF12		1p35.3	HOMDEL	3	0.6%	No
TAF13		1p13.3	HOMDEL	3	0.6%	No
TBX5		12q24.21	HOMDEL	3	0.6%	No
TBX15		1p12	AMP	3	0.6%	No
TBXAS1		7q34	HOMDEL	3	0.6%	No
TCEA3		1p36.12	HOMDEL	3	0.6%	No
HNF1B		17q12	HOMDEL	3	0.6%	No
TCF3		19p13.3	HOMDEL	3	0.6%	Yes
TCF15		20p13	HOMDEL	3	0.6%	No
TCF20		22q13.2|22q13.3	HOMDEL	3	0.6%	No
TCN1		11q12.1	HOMDEL	3	0.6%	No
TRAV6		14q11.2	HOMDEL	3	0.6%	No
TRGC1	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGC2	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGJ1	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGJ2	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGJP	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGJP1	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGJP2	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV1	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV2	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV3	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV4	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV5	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV8	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV9	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV10	2.772e-2	7p14.1	AMP	3	0.6%	No
TRGV11	2.772e-2	7p14.1	AMP	3	0.6%	No
TCTA		3p21.31	HOMDEL	3	0.6%	No
PRDX2		19p13.13	HOMDEL	3	0.6%	No
TEP1		14q11.2	HOMDEL	3	0.6%	No
TERT		5p15.33	AMP	3	0.6%	Yes
TESK1		9p13.3	AMP	3	0.6%	No
TFAP2B		6p12.3	HOMDEL	3	0.6%	No
TFAP2C		20q13.31	HOMDEL	3	0.6%	No
TFAP2C	7.085e-2	20q13.31	AMP	3	0.6%	No
TFAP4		16p13.3	HOMDEL	3	0.6%	No
TFE3		Xp11.23	AMP	3	0.6%	Yes
TG		8q24.22	HOMDEL	3	0.6%	No
TGFA		2p13.3	HOMDEL	3	0.6%	No
TGFB1I1		16p11.2	HOMDEL	3	0.6%	No
TGFBI		5q31.1	HOMDEL	3	0.6%	No
TGM4		3p21.31	HOMDEL	3	0.6%	No
TGFBR2		3p24.1	HOMDEL	3	0.6%	Yes
TGFBR2		3p24.1	AMP	3	0.6%	Yes
TGM3		20p13	HOMDEL	3	0.6%	No
THBD		20p11.21	HOMDEL	3	0.6%	No
TLE1		9q21.32	HOMDEL	3	0.6%	Yes
TLE3		15q23	AMP	3	0.6%	Yes
TLN1		9p13.3	AMP	3	0.6%	No
TSPAN6		Xq22.1	HOMDEL	3	0.6%	No
TMSB4X		Xp22.2	AMP	3	0.6%	No
CLEC3B		3p21.31	HOMDEL	3	0.6%	No
TNFAIP1		17q11.2	HOMDEL	3	0.6%	No
TNFAIP2		14q32.32	AMP	3	0.6%	No
TNFRSF1B		1p36.22	HOMDEL	3	0.6%	No
TOP2A		17q21.2	HOMDEL	3	0.6%	No
TPM2		9p13.3	AMP	3	0.6%	No
TPSAB1		16p13.3	HOMDEL	3	0.6%	No
CRISP2		6p12.3	HOMDEL	3	0.6%	No
NR2C2		3p25.1	HOMDEL	3	0.6%	No
TRAF3		14q32.32	AMP	3	0.6%	Yes
CCT3		1q22	AMP	3	0.6%	No
TRIO		5p15.2	AMP	3	0.6%	No
TSHB		1p13.2	HOMDEL	3	0.6%	No
TSTA3		8q24.3	HOMDEL	3	0.6%	No
TTC3		21q22.13	HOMDEL	3	0.6%	No
TTN		2q31.2	AMP	3	0.6%	No
TTR		18q12.1	HOMDEL	3	0.6%	No
TUBA4A		2q35	HOMDEL	3	0.6%	No
TXK		4p12	AMP	3	0.6%	No
TYMS		18p11.32	HOMDEL	3	0.6%	No
TYRP1		9p23	AMP	3	0.6%	No
UBA1		Xp11.3	AMP	3	0.6%	No
UBE2D2		5q31.2	HOMDEL	3	0.6%	No
UBE2D2	1.645e-1	5q31.2	AMP	3	0.6%	No
UBE2D3		4q24	HOMDEL	3	0.6%	No
UBE3A		15q11.2	HOMDEL	3	0.6%	No
UPK1B		3q13.32	HOMDEL	3	0.6%	No
UPK1B		3q13.32	AMP	3	0.6%	No
UCP2		11q13.4	AMP	3	0.6%	No
UCP3		11q13.4	AMP	3	0.6%	No
SLC35A2		Xp11.23	AMP	3	0.6%	No
UMOD		16p12.3	AMP	3	0.6%	No
USP4		3p21.31	HOMDEL	3	0.6%	No
NR1H2		19q13.33	HOMDEL	3	0.6%	No
UPK2		11q23.3	AMP	3	0.6%	No
UQCRC2		16p12.2	AMP	3	0.6%	No
USF2		19q13.12	AMP	3	0.6%	No
UTRN		6q24.2	HOMDEL	3	0.6%	No
UVRAG		11q13.5	AMP	3	0.6%	No
VCP		9p13.3	AMP	3	0.6%	No
