Gene_name	EnsemblID	Median(Tumor)	Median(Normal)	log2FC	FDR
TMCO1	ENSG00000143183	116.311	46.301	1.31	3.95E-150
PVRL4	ENSG00000143217	35.31	3.925	2.882	3.45E-182
FCGR2A	ENSG00000143226	26.875	78.465	-1.511	9.29E-89
NUF2	ENSG00000143228	14.825	0.82	3.12	3.24E-260
RGS5	ENSG00000143248	14.24	33.011	-1.158	7.53E-49
PFDN2	ENSG00000143256	143.722	69.852	1.03	7.36E-85
MRPL24	ENSG00000143314	91.839	43.155	1.072	5.23E-107
ISG20L2	ENSG00000143319	31.325	14.53	1.058	5.94E-112
HDGF	ENSG00000143321	288.094	134.191	1.097	3.35E-95
XPR1	ENSG00000143324	23.92	8.41	1.405	1.05E-116
HMCN1	ENSG00000143341	4.245	18.87	-1.922	3.98E-110
RGL1	ENSG00000143344	6.235	17.54	-1.358	2.96E-127
RORC	ENSG00000143365	1.105	5.8	-1.692	5.69E-69
TUFT1	ENSG00000143367	23.155	8.195	1.393	6.23E-90
MCL1	ENSG00000143384	122.674	267.89	-1.12	5.69E-97
SELENBP1	ENSG00000143416	14.24	159.597	-3.397	4.65E-166
HORMAD1	ENSG00000143452	2.99	0.25	1.674	5.71E-55
INTS7	ENSG00000143493	14.155	5.825	1.151	3.10E-143
SUSD4	ENSG00000143502	21.41	1.82	2.99	6.58E-128
SLC27A3	ENSG00000143554	27.605	82.564	-1.547	3.97E-107
S100A7	ENSG00000143556	21.35	0.24	4.172	1.77E-104
ILF2	ENSG00000143621	207.36	92.27	1.16	2.70E-131
LYST	ENSG00000143669	4.94	14.32	-1.367	2.95E-152
LEFTY2	ENSG00000143768	0.09	1.43	-1.157	6.22E-127
PARP1	ENSG00000143799	75.735	31.004	1.262	3.68E-125
SOX13	ENSG00000143842	15.7	47.225	-1.53	7.75E-84
ETNK2	ENSG00000143845	13.745	3.515	1.707	3.88E-118
OSR1	ENSG00000143867	1.715	14.415	-2.505	5.58E-161
PDIA6	ENSG00000143870	256.31	107.82	1.242	3.67E-113
RHOB	ENSG00000143878	69.92	307.533	-2.121	1.90E-134
SNRPG	ENSG00000143977	206.922	76.077	1.432	2.88E-147
MEIS1	ENSG00000143995	8.475	38.1	-2.045	4.09E-138
TMEM177	ENSG00000144120	11.75	3.52	1.496	1.60E-169
ZC3H8	ENSG00000144161	9.63	3.985	1.092	8.97E-111
GPR17	ENSG00000144230	0.08	6.27	-2.751	1.31E-234
POLR2D	ENSG00000144231	24.965	8.785	1.408	5.01E-167
SCN1A	ENSG00000144285	0.08	2.115	-1.528	2.27E-92
KIAA1715	ENSG00000144320	11.265	4.8	1.08	5.89E-106
ZNF385B	ENSG00000144331	0.77	17.13	-3.357	1.24E-153
HSPD1	ENSG00000144381	246.312	113.783	1.107	2.58E-49
KANSL1L	ENSG00000144445	3.71	13.375	-1.61	5.92E-179
FANCD2	ENSG00000144554	11.03	4.02	1.261	4.90E-113
STK11IP	ENSG00000144589	12.075	26.005	-1.046	1.19E-54
RBMS3	ENSG00000144642	1.74	11.645	-2.206	4.72E-228
FAM198A	ENSG00000144649	0.48	4.25	-1.827	4.23E-164
ITGA9	ENSG00000144668	1.615	6.265	-1.474	1.38E-124
STAC	ENSG00000144681	0.735	5.665	-1.942	7.75E-124
IQSEC1	ENSG00000144711	8.535	27.899	-1.6	1.26E-174
PTPRG	ENSG00000144724	4.525	14.605	-1.498	2.36E-136
LIMD1	ENSG00000144791	4.85	17.145	-1.633	1.38E-176
NFKBIZ	ENSG00000144802	12.25	54.685	-2.071	4.02E-126
PLA1A	ENSG00000144837	1.315	18.39	-3.066	1.74E-238
IGSF11	ENSG00000144847	2.505	0.14	1.62	9.08E-110
SRPRB	ENSG00000144867	65.874	21.59	1.566	3.02E-130
TMEM108	ENSG00000144868	1.71	10.535	-2.09	2.44E-103
TRPC1	ENSG00000144935	1.35	3.785	-1.026	2.00E-74
NICN1	ENSG00000145029	4.41	17.935	-1.807	3.06E-211
UCN2	ENSG00000145040	1.87	0.14	1.332	8.56E-85
ILDR1	ENSG00000145103	5.61	1.85	1.214	6.50E-78
SLIT2	ENSG00000145147	2.88	32.675	-3.118	3.49E-217
OCIAD2	ENSG00000145247	119.639	28.4	2.037	1.28E-194
PLAC8	ENSG00000145287	13.325	43.969	-1.65	5.22E-32
USP53	ENSG00000145390	6.4	33.115	-2.205	1.39E-179
SFRP2	ENSG00000145423	83.704	30.079	1.446	1.06E-24
ROPN1L	ENSG00000145491	0.57	3.36	-1.474	2.69E-61
NDUFS6	ENSG00000145494	98.07	39.871	1.277	2.77E-127
NKD2	ENSG00000145506	10.435	70.37	-2.642	2.46E-137
SRD5A1	ENSG00000145545	13.68	2.66	2.004	5.62E-182
FAM105A	ENSG00000145569	3.6	25.29	-2.515	9.13E-203
RPL37	ENSG00000145592	2824.147	1306.009	1.112	4.41E-101
SKP2	ENSG00000145604	21.201	4.31	2.064	1.16E-178
PIK3R1	ENSG00000145675	10.315	30.605	-1.482	1.46E-67
IQGAP2	ENSG00000145703	3.895	11.985	-1.408	1.65E-110
RNF145	ENSG00000145860	52.019	105.287	-1.003	3.94E-73
TENM2	ENSG00000145934	3.395	0.27	1.791	1.16E-65
KCNMB1	ENSG00000145936	0.68	3.35	-1.373	4.89E-138
TBC1D7	ENSG00000145979	27.905	11.465	1.213	1.90E-130
GFOD1	ENSG00000145990	3.355	9.31	-1.243	8.60E-84
FAM193B	ENSG00000146067	20.105	114.677	-2.454	1.07E-134
TNFRSF21	ENSG00000146072	47.7	16.305	1.493	1.96E-88
PRIM2	ENSG00000146143	12.755	3.49	1.615	2.56E-203
HMGCLL1	ENSG00000146151	0.17	1.805	-1.261	1.53E-131
FGD2	ENSG00000146192	3.115	26.93	-2.763	4.44E-202
TPBG	ENSG00000146242	24.379	7.02	1.662	6.71E-124
MMS22L	ENSG00000146263	5.935	1.465	1.492	4.83E-160
FAXC	ENSG00000146267	10.7	2.705	1.659	1.25E-87
SCML4	ENSG00000146285	0.39	2.02	-1.119	1.97E-92
RSPO3	ENSG00000146374	0.745	4.03	-1.527	9.36E-89
MTFR2	ENSG00000146410	5.915	1.02	1.775	1.60E-203
VIP	ENSG00000146469	0.04	2.465	-1.736	1.02E-195
SLC22A3	ENSG00000146477	1.46	10.995	-2.286	1.63E-64
IGFBP3	ENSG00000146674	186.553	33.164	2.457	8.94E-99
MDH2	ENSG00000146701	178.39	83.844	1.08	4.03E-114
PSPH	ENSG00000146733	18.295	4.02	1.942	6.20E-149
GIGYF1	ENSG00000146830	11.19	26.02	-1.148	6.24E-55
TMEM140	ENSG00000146859	13.98	29.17	-1.01	3.77E-97
NCAPG2	ENSG00000146918	14.115	3.185	1.853	3.05E-170
SH3KBP1	ENSG00000147010	10.585	24.045	-1.112	6.86E-76
TMEM47	ENSG00000147027	3.77	17.785	-1.977	2.41E-147
SLC16A2	ENSG00000147100	2.905	8.945	-1.349	2.29E-77
OGT	ENSG00000147162	24.685	104.003	-2.031	3.51E-124
NXF3	ENSG00000147206	0.21	8.385	-2.955	1.27E-217
GPC3	ENSG00000147257	28.564	121.397	-2.05	2.39E-44
MAGEA4	ENSG00000147381	8.38	0	3.23	1.74E-76
ZNF185	ENSG00000147394	17.59	7.33	1.158	9.66E-61
HMBOX1	ENSG00000147421	6.505	27.87	-1.944	3.71E-185
GNRH1	ENSG00000147437	0.585	4.215	-1.718	1.15E-142
SLC25A37	ENSG00000147454	12.4	56.48	-2.101	2.17E-137
RGS20	ENSG00000147509	2.6	0.14	1.659	5.81E-105
TACC1	ENSG00000147526	17.775	82.951	-2.161	5.99E-154
GINS4	ENSG00000147536	6.39	0.91	1.952	2.27E-175
SYBU	ENSG00000147642	3.24	10.165	-1.397	1.08E-56
LRP12	ENSG00000147650	11.015	3.9	1.294	4.86E-71
RSPO2	ENSG00000147655	0.12	3.94	-2.141	4.94E-207
MAL2	ENSG00000147676	102.842	46.375	1.132	3.37E-48
NDUFB9	ENSG00000147684	336.496	146.58	1.193	1.28E-126
FAM83A	ENSG00000147689	13.545	0.18	3.624	1.28E-119
GSDMC	ENSG00000147697	8.154	0.42	2.689	3.29E-129
SLC39A4	ENSG00000147804	59.02	26.715	1.115	8.65E-76
NFIB	ENSG00000147862	6.405	15.19	-1.129	1.49E-66
PLIN2	ENSG00000147872	29.055	116.913	-1.972	3.06E-111
NTRK2	ENSG00000148053	30.316	2.504	3.16	1.04E-52
SHC3	ENSG00000148082	0.46	2.865	-1.405	1.54E-134
SNX30	ENSG00000148158	4.42	14.944	-1.557	3.00E-113
STOM	ENSG00000148175	93.389	280.4	-1.576	4.62E-130
POLE3	ENSG00000148229	57.265	26.525	1.082	4.64E-121
GBGT1	ENSG00000148288	4.23	12.24	-1.34	8.67E-106
SLC25A25	ENSG00000148339	10.029	26.695	-1.328	1.68E-80
SH3GLB2	ENSG00000148341	38.289	81.925	-1.078	3.15E-73
FAM73B	ENSG00000148343	8.265	22.079	-1.317	1.54E-83
PTGES	ENSG00000148344	18.06	5.105	1.643	2.51E-58
HMCN2	ENSG00000148357	0.25	3.26	-1.769	1.05E-163
NOTCH1	ENSG00000148400	10.675	24.38	-1.12	5.23E-52
NACC2	ENSG00000148411	3.64	9.57	-1.188	3.12E-121
ZEB1	ENSG00000148516	3.53	17.765	-2.05	2.03E-197
FAM13C	ENSG00000148541	1.09	6.535	-1.85	1.20E-169
MKI67	ENSG00000148773	17.405	1.305	2.997	2.43E-218
ITPRIP	ENSG00000148841	13.545	35.015	-1.308	1.93E-98
SCGB1A1	ENSG00000149021	28.115	384.475	-3.727	2.79E-45
SYT8	ENSG00000149043	2.035	6.495	-1.304	2.24E-20
SERPING1	ENSG00000149131	159.857	903.292	-2.491	3.98E-175
SLC43A1	ENSG00000149150	3.16	11.95	-1.638	1.50E-137
SESN3	ENSG00000149212	21.994	7.64	1.412	3.77E-52
TENM4	ENSG00000149256	3.885	0.46	1.742	3.10E-108
PAK1	ENSG00000149269	62.111	18.345	1.706	4.70E-144
NCAM1	ENSG00000149294	0.4	2.015	-1.107	1.26E-28
GRIK4	ENSG00000149403	0.08	1.33	-1.109	4.13E-170
ST14	ENSG00000149418	82.839	22.93	1.809	6.02E-152
GGTLC1	ENSG00000149435	0.21	32.925	-4.809	2.74E-294
INCENP	ENSG00000149503	17.67	5.325	1.562	1.50E-155
PLCH2	ENSG00000149527	8.61	2.765	1.352	9.71E-38
MS4A2	ENSG00000149534	0.75	4.905	-1.755	5.85E-125
FEZ1	ENSG00000149557	14.155	35.215	-1.257	4.70E-57
ESAM	ENSG00000149564	12.72	163.896	-3.587	0
SIDT2	ENSG00000149577	15.765	59.075	-1.841	8.31E-208
TAGLN	ENSG00000149591	223.216	989.666	-2.144	8.51E-111
JPH2	ENSG00000149596	0.33	4.505	-2.049	1.94E-204
FERMT3	ENSG00000149781	15.53	53.334	-1.717	1.70E-125
TAOK2	ENSG00000149930	15.85	47.985	-1.54	2.84E-147
HMGA2	ENSG00000149948	6.185	0.08	2.734	2.69E-119
MMP3	ENSG00000149968	2.85	0.185	1.7	5.33E-69
KLRF1	ENSG00000150045	0.44	2.855	-1.421	1.03E-119
FXYD4	ENSG00000150201	0.1	1.8	-1.348	1.67E-115
PCDH15	ENSG00000150275	0.06	1.32	-1.13	3.49E-120
LATS2	ENSG00000150457	3.92	13.14	-1.523	1.63E-169
HNMT	ENSG00000150540	18.16	37.475	-1.006	7.21E-53
LYPD1	ENSG00000150551	2.83	0.85	1.05	8.69E-49
LYPD6B	ENSG00000150556	12.215	1.16	2.613	7.16E-109
GPM6A	ENSG00000150625	0.21	7.25	-2.769	1.66E-217
VEGFC	ENSG00000150630	2.905	12.315	-1.77	4.21E-106
RGS18	ENSG00000150681	0.79	4.38	-1.588	1.24E-147
FAM173B	ENSG00000150756	13.235	5.465	1.139	1.42E-112
TIMM8B	ENSG00000150779	67.794	33.33	1.003	2.34E-91
FOXO1	ENSG00000150907	7.4	16.065	-1.023	2.01E-89
RILPL2	ENSG00000150977	3.95	11.33	-1.317	4.53E-189
ITPR1	ENSG00000150995	5.97	23.64	-1.822	4.85E-178
PRSS53	ENSG00000151006	0.48	2.605	-1.284	2.16E-86
SLC7A11	ENSG00000151012	3.785	1.1	1.188	1.08E-40
TWF1	ENSG00000151239	63.44	21.69	1.506	3.39E-178
MAGI1	ENSG00000151276	2.925	11.035	-1.616	5.70E-152
MBIP	ENSG00000151332	18.565	49.199	-1.359	3.03E-88
KCTD14	ENSG00000151364	2.515	7.185	-1.219	5.03E-36
ME3	ENSG00000151376	2.05	15.045	-2.395	7.63E-175
FRMD4A	ENSG00000151474	8.055	26.4	-1.597	9.32E-96
FAM160B1	ENSG00000151553	5.205	11.55	-1.016	1.90E-131
NR3C2	ENSG00000151623	0.81	4.525	-1.61	2.08E-139
VENTX	ENSG00000151650	0.235	3.615	-1.902	2.07E-203
INPP1	ENSG00000151689	14.26	34.391	-1.214	2.38E-51
FLI1	ENSG00000151702	5.46	33.216	-2.405	8.07E-206
WWC2	ENSG00000151718	3.165	18.699	-2.242	1.60E-216
SERP2	ENSG00000151778	1.745	4.91	-1.106	1.89E-85
ZNF385D	ENSG00000151789	0.48	1.97	-1.005	1.25E-71
TDO2	ENSG00000151790	4.935	1.72	1.126	1.51E-27
PARP8	ENSG00000151883	8.025	20.614	-1.26	4.35E-111
GFRA1	ENSG00000151892	0.215	2.41	-1.489	2.39E-114
GLT1D1	ENSG00000151948	0.31	2.41	-1.38	1.66E-83
SCHIP1	ENSG00000151967	1.56	5.215	-1.28	1.40E-68
TMEM163	ENSG00000152128	2.94	14.57	-1.982	1.11E-38
HSPB8	ENSG00000152137	10.95	69.252	-2.556	3.96E-142
GEMIN6	ENSG00000152147	12.965	5.26	1.158	8.17E-130
TMEM178A	ENSG00000152154	0.725	5.9	-2	1.35E-117
SETBP1	ENSG00000152217	2.16	5.895	-1.126	1.60E-86
EPG5	ENSG00000152223	5.21	12.865	-1.159	7.06E-111
SPC25	ENSG00000152253	9.955	0.69	2.696	6.14E-248
PDK1	ENSG00000152256	14.37	4.025	1.613	7.47E-154
PDE3B	ENSG00000152270	2.395	8.005	-1.407	1.40E-136
GUCY1A2	ENSG00000152402	0.465	3.36	-1.573	6.36E-175
SUV39H2	ENSG00000152455	8.55	2.1	1.623	4.76E-193
USP12	ENSG00000152484	9.22	20.73	-1.088	1.01E-121
ZFP36L2	ENSG00000152518	40.671	118.796	-1.523	1.19E-113
PLEKHH2	ENSG00000152527	1.765	34.165	-3.669	1.05E-236
TMEM123	ENSG00000152558	166.219	67.311	1.292	3.56E-94
IGSF10	ENSG00000152580	1.88	28.12	-3.338	9.28E-206
SPARCL1	ENSG00000152583	54.268	506.142	-3.198	1.16E-169
GPD1L	ENSG00000152642	7	21.56	-1.496	1.53E-119
GJA1	ENSG00000152661	117.282	52.279	1.151	3.40E-27
PELO	ENSG00000152684	9.57	20.36	-1.015	5.91E-114
RASGRP3	ENSG00000152689	3.13	7.64	-1.065	8.05E-84
TCTEX1D1	ENSG00000152760	0.32	4.425	-2.039	4.83E-153
SLC16A12	ENSG00000152779	0.07	2.035	-1.504	7.35E-163
HHEX	ENSG00000152804	4.775	14.63	-1.436	1.01E-62
UTRN	ENSG00000152818	10.83	28.834	-1.335	1.19E-89
ZNF117	ENSG00000152926	3.215	10.695	-1.472	1.53E-67
PLOD2	ENSG00000152952	38.439	13.645	1.429	1.02E-71
SYCP2L	ENSG00000153157	0.44	1.96	-1.039	6.03E-41
RASSF3	ENSG00000153179	9.81	25.875	-1.314	2.29E-131
NR4A2	ENSG00000153234	3.83	12.82	-1.517	6.56E-63
SLC25A27	ENSG00000153291	1.82	25.575	-3.236	4.31E-174
LPCAT1	ENSG00000153395	38.614	173.29	-2.137	8.03E-96
PLEKHG4B	ENSG00000153404	4.42	0.65	1.716	5.96E-72
PTPRD	ENSG00000153707	1.045	5.495	-1.667	7.40E-45
LURAP1L	ENSG00000153714	9.5	25.78	-1.351	2.35E-86
TMPRSS11D	ENSG00000153802	4.975	0.02	2.55	7.77E-88
PID1	ENSG00000153823	3.185	21.12	-2.402	9.30E-177
MCOLN2	ENSG00000153898	2.455	10.205	-1.697	6.94E-120
LGI4	ENSG00000153902	0.79	15.835	-3.233	1.03E-251
SREK1	ENSG00000153914	17.515	36.885	-1.033	1.60E-81
MSI2	ENSG00000153944	26.24	9.53	1.371	1.85E-99
GRAP	ENSG00000154016	2.04	7.44	-1.473	5.06E-143
IMPACT	ENSG00000154059	17.745	7.85	1.083	3.00E-91
THY1	ENSG00000154096	61.697	27.075	1.159	3.11E-27
ROBO4	ENSG00000154133	3.21	57.615	-3.799	0
ROBO3	ENSG00000154134	4.695	20.285	-1.902	2.28E-76
TBRG1	ENSG00000154144	16.555	40.19	-1.23	3.69E-135
NRGN	ENSG00000154146	6.055	63.146	-3.185	1.26E-159
FAM134B	ENSG00000154153	4.125	9.57	-1.044	7.00E-62
UCHL1	ENSG00000154277	113.692	11.875	3.155	3.29E-69
TNIK	ENSG00000154310	3.425	11.245	-1.468	2.50E-92
FAM167A	ENSG00000154319	0.95	6.655	-1.973	4.86E-112
PGM5	ENSG00000154330	0.77	13.77	-3.061	2.23E-283
OBSCN	ENSG00000154358	5.35	14.06	-1.246	7.85E-48
MAGED4	ENSG00000154545	8.54	0.645	2.536	4.29E-112
PDLIM3	ENSG00000154553	16.165	56.773	-1.751	5.51E-102
SORBS2	ENSG00000154556	2.59	19.77	-2.532	3.24E-167
NCAM2	ENSG00000154654	0.62	2.785	-1.224	1.40E-83
PDE1C	ENSG00000154678	0.23	5.21	-2.336	5.13E-285
JAM2	ENSG00000154721	2.515	23.585	-2.806	3.12E-246
XPC	ENSG00000154767	10.415	27.73	-1.332	3.92E-155
FGD5	ENSG00000154783	3.295	26.86	-2.697	1.85E-246
FLCN	ENSG00000154803	13.255	44.73	-1.682	1.87E-149
PLCL2	ENSG00000154822	1.46	5.005	-1.287	3.19E-142
SKA1	ENSG00000154839	5.845	0.255	2.447	2.99E-252
PIEZO2	ENSG00000154864	0.94	7.545	-2.139	7.30E-165
RAB6B	ENSG00000154917	8.35	2.46	1.434	3.36E-48
PROM2	ENSG00000155066	30.72	2.42	3.213	2.30E-156
PTPRN2	ENSG00000155093	0.845	3.595	-1.316	1.28E-108
SLC25A28	ENSG00000155287	37.699	78.855	-1.045	2.49E-77
SAMSN1	ENSG00000155307	6.025	23.43	-1.798	3.11E-120
SLC16A1	ENSG00000155380	29.504	4.45	2.485	5.39E-166
NIFK	ENSG00000155438	59.354	22.105	1.385	7.99E-146
SLC7A7	ENSG00000155465	10.965	47.3	-2.013	1.97E-128
GRIA1	ENSG00000155511	0.08	7.83	-3.031	2.40E-263
XAGE2	ENSG00000155622	0.15	1.38	-1.049	1.32E-32
VSIG4	ENSG00000155659	14.36	125.447	-3.041	7.51E-125
PDIA4	ENSG00000155660	171.711	52.709	1.685	9.20E-135
TMEM237	ENSG00000155755	28.335	9.78	1.444	1.19E-134
FZD7	ENSG00000155760	14.48	5.74	1.2	1.18E-45
RAET1L	ENSG00000155918	8.865	0	3.302	2.39E-139
SLA	ENSG00000155926	6.465	33.954	-2.227	8.88E-149
MICU3	ENSG00000155970	0.87	3.51	-1.27	4.77E-150
GRIP1	ENSG00000155974	2.05	0.395	1.129	1.37E-82
GNA14	ENSG00000156049	0.71	7.94	-2.386	1.40E-204
GNAQ	ENSG00000156052	10.56	26.099	-1.229	5.36E-148
WIF1	ENSG00000156076	0.91	25.065	-3.77	1.40E-77
MAP3K7CL	ENSG00000156265	3.515	8.24	-1.033	8.06E-74
TSPAN7	ENSG00000156298	23.43	66.474	-1.466	7.42E-32
RPGR	ENSG00000156313	4.375	26.385	-2.349	7.09E-208
TDRD9	ENSG00000156414	0.21	2.47	-1.52	8.81E-112
FGF18	ENSG00000156427	0.22	2.165	-1.375	2.82E-146
PCDH1	ENSG00000156453	8.26	31.649	-1.818	1.16E-106
MTERF3	ENSG00000156469	24.18	11.025	1.066	7.02E-115
PTDSS1	ENSG00000156471	123.506	42.805	1.507	2.42E-127
WDYHV1	ENSG00000156795	19.975	9.15	1.047	7.45E-126
FBXO32	ENSG00000156804	29.265	7.19	1.886	1.12E-106
FRRS1	ENSG00000156869	8.46	2	1.657	2.57E-116
SLC6A1	ENSG00000157103	0.29	1.615	-1.019	1.88E-107
FCHO2	ENSG00000157107	6.475	17.265	-1.289	5.88E-152
RBPMS	ENSG00000157110	25.235	149.644	-2.522	7.20E-224
TMEM171	ENSG00000157111	2.65	0.26	1.534	1.58E-125
TIMP4	ENSG00000157150	0.46	3.955	-1.763	1.57E-87
SYN2	ENSG00000157152	0.38	2.065	-1.151	1.48E-43
LRP8	ENSG00000157193	9.62	3.36	1.284	1.57E-65
RP11-66N24.4	ENSG00000157306	1.43	6.6	-1.645	1.05E-115
FUK	ENSG00000157353	6.505	14.075	-1.006	7.79E-80
KIT	ENSG00000157404	2.18	11.19	-1.939	2.49E-61
ZNF19	ENSG00000157429	1.47	3.98	-1.012	7.78E-114
TSC22D3	ENSG00000157514	64.03	412.413	-2.668	5.28E-164
ERG	ENSG00000157554	3.28	19.72	-2.275	2.15E-208
ETS2	ENSG00000157557	54.579	129.238	-1.229	6.50E-72
TSPAN18	ENSG00000157570	6.675	16.81	-1.214	1.75E-24
PALM2-AKAP2	ENSG00000157654	0.79	3.04	-1.174	8.08E-72
SNX22	ENSG00000157734	1.165	9.415	-2.266	5.48E-200
SLC34A2	ENSG00000157765	27.426	461.775	-4.025	4.62E-84
PSMG3	ENSG00000157778	69.675	25.201	1.432	6.51E-166
WDR19	ENSG00000157796	5.875	30.415	-2.192	3.79E-179
FMNL2	ENSG00000157827	14.35	31.305	-1.073	2.31E-73
GAREML	ENSG00000157833	4.02	1.09	1.264	8.49E-98
TNFRSF14	ENSG00000157873	29.61	173.849	-2.514	3.64E-166
RADIL	ENSG00000157927	0.965	7.23	-2.066	2.14E-188
SKI	ENSG00000157933	18.33	37.8	-1.005	2.89E-69
KRTCAP3	ENSG00000157992	71.774	21.029	1.724	4.23E-85
WDR66	ENSG00000158023	15.995	2.345	2.345	5.31E-78
GRHL3	ENSG00000158055	12.145	0.11	3.566	1.04E-189
UBXN11	ENSG00000158062	10.67	47.445	-2.054	1.13E-154
GALNT14	ENSG00000158089	17.86	1.365	2.995	1.11E-127
HPD	ENSG00000158104	0.11	1.84	-1.355	3.86E-70
RHPN1	ENSG00000158106	4.585	11.675	-1.182	1.80E-35
XDH	ENSG00000158125	1.59	0.1	1.235	2.52E-102
MRAS	ENSG00000158186	6.49	20.954	-1.552	3.97E-113
ESYT3	ENSG00000158220	0.83	12.525	-2.886	7.14E-226
FAM46B	ENSG00000158246	2.78	14.57	-2.042	8.43E-84
RHBDL2	ENSG00000158315	5.22	0.705	1.867	1.69E-125
SHROOM4	ENSG00000158352	1.16	14.24	-2.819	5.38E-287
HIST1H2BD	ENSG00000158373	24.07	11.419	1.013	7.20E-11
NCF1	ENSG00000158517	7.57	26.275	-1.67	1.28E-91
PPP1R9A	ENSG00000158528	0.64	2.645	-1.152	4.70E-66
ZFAND2B	ENSG00000158552	21.995	45.384	-1.012	3.46E-84
GDPD5	ENSG00000158555	3.5	16.675	-1.974	1.88E-147
RNF166	ENSG00000158717	12.034	50.101	-1.971	1.79E-167
NBL1	ENSG00000158747	99.267	222.976	-1.16	2.89E-66
ITLN2	ENSG00000158764	0.435	16.495	-3.608	2.67E-171
ZNF276	ENSG00000158805	11.96	32.565	-1.373	2.87E-94
FAM160B2	ENSG00000158863	26.179	76.465	-1.511	2.63E-86
FCER1G	ENSG00000158869	88.404	300.016	-1.751	2.40E-105
MPZ	ENSG00000158887	0.88	3.525	-1.267	5.52E-94
MIS18A	ENSG00000159055	12.74	3.36	1.656	6.93E-200
SYNJ1	ENSG00000159082	2.875	8.145	-1.239	4.05E-182
PAXBP1	ENSG00000159086	8.725	22.485	-1.272	2.77E-82
SON	ENSG00000159140	62.396	141.925	-1.173	5.24E-102
LAD1	ENSG00000159166	131.753	12.585	3.289	3.91E-202
TUBBP5	ENSG00000159247	3.405	1.09	1.076	2.32E-51
SIM2	ENSG00000159263	2.74	0.26	1.57	1.09E-108
SCUBE1	ENSG00000159307	0.15	6.33	-2.672	6.41E-286
PADI4	ENSG00000159339	0.09	8.415	-3.111	1.14E-200
HK2	ENSG00000159399	34.53	12.405	1.406	2.84E-74
STARD9	ENSG00000159433	0.56	11.68	-3.023	7.24E-285
RGL4	ENSG00000159496	0.625	3.285	-1.399	2.79E-108
SPRR2G	ENSG00000159516	1.64	0.11	1.25	1.48E-47
PGLYRP3	ENSG00000159527	2.115	0	1.639	1.63E-86
SPON2	ENSG00000159674	16.9	86.849	-2.295	6.31E-100
LRRC36	ENSG00000159708	0.43	7.305	-2.538	9.29E-153
TPPP3	ENSG00000159713	15.34	79.47	-2.3	2.59E-72
ZFYVE28	ENSG00000159733	2.835	10.62	-1.599	1.39E-140
ZYX	ENSG00000159840	112.649	336.403	-1.57	1.01E-125
NPR2	ENSG00000159899	4.885	20.674	-1.881	7.85E-95
PTGIR	ENSG00000160013	1.97	28.753	-3.325	9.64E-228
KALRN	ENSG00000160145	3.38	11.115	-1.468	9.70E-86
RSPH1	ENSG00000160188	1.015	3.899	-1.282	1.78E-32
GAB3	ENSG00000160219	1.135	8.355	-2.131	1.33E-263
ITGB2	ENSG00000160255	40.709	100.475	-1.283	1.75E-49
LSS	ENSG00000160285	19.2	44.535	-1.173	1.16E-86
GPSM1	ENSG00000160360	6.145	30.266	-2.13	5.61E-137
ST6GALNAC6	ENSG00000160408	21.9	89.803	-1.987	6.45E-236
PKN3	ENSG00000160447	4.385	13.175	-1.396	1.72E-109
TMEM190	ENSG00000160472	0.495	3.585	-1.617	1.94E-31
TLCD1	ENSG00000160606	19.35	9.09	1.012	4.69E-69
PCSK7	ENSG00000160613	16.79	39.53	-1.188	5.97E-107
FLAD1	ENSG00000160688	47.689	21.325	1.125	1.04E-134
IL6R	ENSG00000160712	5.81	17.275	-1.424	3.91E-120
NBEAL2	ENSG00000160796	21.105	142.127	-2.695	1.24E-159
PTH1R	ENSG00000160801	0.855	23.215	-3.706	1.78E-299
MYL3	ENSG00000160808	0.32	5.015	-2.188	1.98E-270
LRRC71	ENSG00000160838	0.09	1.75	-1.335	3.71E-96
FGFR4	ENSG00000160867	2.865	68.804	-4.175	1.72E-285
HK3	ENSG00000160883	4.23	41.865	-3.035	1.24E-203
LY6K	ENSG00000160886	17.655	0.775	3.394	4.17E-145
IER2	ENSG00000160888	54.66	122.708	-1.152	1.42E-55
TONSL	ENSG00000160949	7.445	1.705	1.643	6.41E-131
PTGER1	ENSG00000160951	0.16	1.365	-1.028	9.92E-94
RECQL4	ENSG00000160957	19.32	3.135	2.297	2.48E-160
ZNF333	ENSG00000160961	3.96	13.87	-1.584	1.49E-141
RPL8	ENSG00000161016	3262.358	1536.678	1.086	3.58E-99
SCGB3A1	ENSG00000161055	20.155	180.962	-3.105	6.12E-58
YDJC	ENSG00000161179	29.509	11.25	1.316	2.98E-118
FBXO27	ENSG00000161243	18.795	2.655	2.437	5.60E-134
U2AF1L4	ENSG00000161265	16.785	36.096	-1.061	8.22E-66
PLXDC1	ENSG00000161381	4.995	11.745	-1.088	1.17E-54
FDXR	ENSG00000161513	17.99	8	1.077	2.80E-85
ZNF577	ENSG00000161551	2.67	10.795	-1.684	1.35E-140
ITGA5	ENSG00000161638	43.691	144.587	-1.704	4.22E-94
SIGLEC11	ENSG00000161640	0.13	1.525	-1.16	2.50E-144
ZNF385A	ENSG00000161642	56.49	21.03	1.384	2.68E-99
SIGLEC16	ENSG00000161643	0.125	1.3	-1.032	2.08E-147
MPP3	ENSG00000161647	5.655	19.365	-1.614	1.59E-78
