Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
CHRNA7		8	7	0.8	No
CIRBP		7	7	0.8	No
ERCC8		7	7	0.8	No
AP1S1		7	7	0.8	No
CLK2		7	7	0.8	No
CCR3		7	7	0.8	No
SLC31A1		7	7	0.8	No
COX10		7	7	0.8	No
CRABP2		7	7	0.8	No
CREM		7	7	0.8	No
CRY2		7	7	0.8	No
CSNK2A1		7	7	0.8	No
CCN2		7	7	0.8	No
CTSZ		7	7	0.8	No
CYP1B1		7	7	0.8	No
DAG1		7	7	0.8	No
DBH		7	7	0.8	No
DBI		7	7	0.8	No
DFFB		7	7	0.8	No
SEPTIN1		7	7	0.8	No
DLG3		7	7	0.8	No
DLG4		7	7	0.8	No
DLST		7	7	0.8	No
DLX2		7	7	0.8	No
DNASE1L1		9	7	0.8	No
DPYSL2		7	7	0.8	No
EDNRA		7	7	0.8	No
EEF1G		7	7	0.8	No
EFNA3		7	7	0.8	No
EHHADH		7	7	0.8	No
EIF4A1		8	7	0.8	No
ELAVL3		7	7	0.8	No
CLN8		7	7	0.8	No
FBL		7	7	0.8	No
ETF1		7	7	0.8	No
ETFB		7	7	0.8	No
EVI2B		7	7	0.8	No
EXT2		7	7	0.8	Yes
F7		7	7	0.8	No
VEGFD		7	7	0.8	No
FOXF2		7	7	0.8	No
FOXI1		8	7	0.8	No
FOXO3		7	7	0.8	Yes
FOS		7	7	0.8	No
FUCA1		7	7	0.8	No
FZD2		8	7	0.8	No
GATA6		7	7	0.8	Yes
GDF9		7	7	0.8	No
GFPT1		7	7	0.8	No
GCLC		7	7	0.8	No
GNB2		7	7	0.8	No
GP9		7	7	0.8	No
GPC1		7	7	0.8	No
GPR1		7	7	0.8	No
PRLHR		8	7	0.8	No
GPR18		7	7	0.8	No
GPR32		7	7	0.8	No
GPR35		7	7	0.8	No
GRK4		7	7	0.8	No
GPX5		7	7	0.8	No
GSTZ1		7	7	0.8	No
GTF2B		7	7	0.8	No
GUK1		7	7	0.8	No
GZMK		7	7	0.8	No
HIST1H1E		7	7	0.8	Yes
HIST1H2BD		7	7	0.8	Yes
H3F3B		7	7	0.8	Yes
HADH		7	7	0.8	No
SERPIND1		7	7	0.8	No
HLA-B		8	7	0.8	Yes
HLA-DRB1		7	7	0.8	No
FOXA2		7	7	0.8	No
HNRNPF		12	7	0.8	No
HNRNPH3		9	7	0.8	No
HOXA6		7	7	0.8	No
HOXC5		7	7	0.8	No
HOXC6		7	7	0.8	No
HOXD1		7	7	0.8	No
AGFG2		7	7	0.8	No
FOXN2		7	7	0.8	No
HTR6		7	7	0.8	No
IDH1		7	7	0.8	Yes
IDH3A		7	7	0.8	No
IDH3G		7	7	0.8	No
SP110		7	7	0.8	No
IFNA14		7	7	0.8	No
IFNAR1		8	7	0.8	No
IGF1		7	7	0.8	Yes
IGHG4		7	7	0.8	No
IGHM		7	7	0.8	No
IGLL1		7	7	0.8	No
IHH		7	7	0.8	No
IL1A		7	7	0.8	No
CXCR1		7	7	0.8	No
ANOS1		7	7	0.8	No
KCNK3		7	7	0.8	No
KCNS1		7	7	0.8	No
KIF3C		8	7	0.8	No
KRT5		7	7	0.8	No
KRT9		7	7	0.8	No
KRT10		7	7	0.8	No
KRT15		7	7	0.8	No
KRT33A		7	7	0.8	No
LAG3		7	7	0.8	No
LAIR2		7	7	0.8	No
LCN2		7	7	0.8	No
LFNG		7	7	0.8	No
LGALS4		9	7	0.8	No
LRMP		7	7	0.8	No
LTF		7	7	0.8	No
LY6H		7	7	0.8	No
MAD2L1		7	7	0.8	No
MAN2B1		7	7	0.8	No
MCL1		7	7	0.8	Yes
DNAJB9		7	7	0.8	No
MECP2		10	7	0.8	No
MGAT1		7	7	0.8	No
SCGB2A1		7	7	0.8	No
MAP3K11		7	7	0.8	No
MMP15		7	7	0.8	No
CD200		7	7	0.8	No
MSI1		7	7	0.8	Yes
MYL3		7	7	0.8	No
NDUFB7		7	7	0.8	No
NDUFS6		7	7	0.8	No
NFE2		7	7	0.8	Yes
NFE2L1		7	7	0.8	No
NFIC		7	7	0.8	No
NKG7		7	7	0.8	No
NPAS1		7	7	0.8	No
NRAS		7	7	0.8	Yes
OAS2		7	7	0.8	No
P2RX7		7	7	0.8	No
SERPINE1		7	7	0.8	No
PAK2		9	7	0.8	No
PDCD1		7	7	0.8	Yes
PDK1		7	7	0.8	Yes
PENK		8	7	0.8	No
PEX13		7	7	0.8	No
PGK1		7	7	0.8	No
PLAUR		7	7	0.8	No
PNMT		7	7	0.8	No
POLRMT		7	7	0.8	No
POMC		7	7	0.8	No
POU5F1B		7	7	0.8	No
POU6F1		7	7	0.8	No
PPM1A		7	7	0.8	No
PPP1R3C		7	7	0.8	No
PPP1R3D		7	7	0.8	No
PPP1R10		7	7	0.8	No
PPP2R5A		7	7	0.8	No
PPP2R5D		8	7	0.8	No
PPP3CC		7	7	0.8	No
PRKCZ		8	7	0.8	No
PSKH1		8	7	0.8	No
PSMC6		7	7	0.8	No
TAS2R38		7	7	0.8	No
PTGFRN		7	7	0.8	No
PTGS2		7	7	0.8	No
PTH1R		7	7	0.8	No
PTPN7		7	7	0.8	No
PTPRA		8	7	0.8	No
PTX3		9	7	0.8	No
PXN		10	7	0.8	No
RAB3IL1		7	7	0.8	No
RARG		7	7	0.8	No
RBMS2		7	7	0.8	No
RBMY1A1		7	7	0.8	No
RECQL		7	7	0.8	Yes
RELA		9	7	0.8	No
TRIM27		7	7	0.8	Yes
RFPL1		7	7	0.8	No
RING1		7	7	0.8	No
RNASE2		7	7	0.8	No
RPL5		7	7	0.8	Yes
RRM1		7	7	0.8	No
RSU1		7	7	0.8	No
RXRA		7	7	0.8	Yes
CLEC11A		7	7	0.8	No
SCP2		7	7	0.8	No
SCTR		8	7	0.8	No
CCL3		7	7	0.8	No
CCL7		7	7	0.8	No
CCL14		7	7	0.8	No
MAP2K4		7	7	0.8	Yes
SRSF6		7	7	0.8	No
SGCG		7	7	0.8	No
SH3BGR		7	7	0.8	No
ST6GAL1		7	7	0.8	No
ST3GAL4		7	7	0.8	No
PMEL		7	7	0.8	No
SLC5A2		7	7	0.8	No
SLC6A1		7	7	0.8	No
SLC6A8		7	7	0.8	No
SLC22A5		7	7	0.8	No
SMARCB1		7	7	0.8	Yes
SMPD2		8	7	0.8	No
SOAT1		7	7	0.8	No
SOX1		7	7	0.8	No
SPI1		7	7	0.8	No
SSTR2		8	7	0.8	No
ELOVL4		7	7	0.8	No
AURKC		7	7	0.8	No
SULT1A2		7	7	0.8	No
STX5		7	7	0.8	No
SURF2		7	7	0.8	No
TALDO1		7	7	0.8	No
TCF7L2		7	7	0.8	Yes
TCP1		7	7	0.8	No
TFR2		7	7	0.8	No
TH		7	7	0.8	No
TIMP2		7	7	0.8	No
TNF		7	7	0.8	No
NR2C1		7	7	0.8	No
NR2C2		7	7	0.8	No
TRAF2		7	7	0.8	Yes
UBE2A		7	7	0.8	No
UBE2E2		7	7	0.8	No
UGT2B17		7	7	0.8	No
BEST1		7	7	0.8	No
CORO2A		7	7	0.8	No
NELFA		7	7	0.8	No
WNT7B		7	7	0.8	No
WNT8A		7	7	0.8	No
WNT11		7	7	0.8	No
XPNPEP1		7	7	0.8	No
XRCC1		7	7	0.8	No
SF1		7	7	0.8	No
ZNF45		7	7	0.8	No
ZNF70		7	7	0.8	No
ZNF146		7	7	0.8	No
ZNF174		7	7	0.8	No
ZSCAN9		7	7	0.8	No
ZNF200		9	7	0.8	No
ZNF223		7	7	0.8	No
LRP8		8	7	0.8	No
TFEB		7	7	0.8	Yes
AIMP2		7	7	0.8	No
TFPI2		7	7	0.8	No
CCDC6		7	7	0.8	Yes
CSRP3		7	7	0.8	No
NAA10		7	7	0.8	No
HIST1H4I		7	7	0.8	Yes
AXIN1		8	7	0.8	Yes
HIST1H2AC		7	7	0.8	Yes
HIST2H2AC		7	7	0.8	No
HIST2H2BE		7	7	0.8	No
HIST1H4D		7	7	0.8	No
HIST1H4E		7	7	0.8	No
OR1E2		7	7	0.8	No
OR1G1		7	7	0.8	No
PIP4K2B		8	7	0.8	No
BBOX1		7	7	0.8	No
NCK2		7	7	0.8	No
TPST2		8	7	0.8	No
SEMA7A		7	7	0.8	No
PIK3R3		7	7	0.8	Yes
NIPSNAP1		7	7	0.8	No
HAT1		7	7	0.8	No
DDO		7	7	0.8	No
BARX2		7	7	0.8	No
YARS		8	7	0.8	No
KLF7		7	7	0.8	No
KCNK5		8	7	0.8	No
DDX3Y		7	7	0.8	No
EIF3D		7	7	0.8	No
EIF3H		7	7	0.8	No
STX11		7	7	0.8	No
BECN1		8	7	0.8	No
TNFRSF10B		7	7	0.8	No
IL1RL2		8	7	0.8	No
IL18R1		7	7	0.8	No
ST3GAL5		7	7	0.8	No
TAX1BP1		7	7	0.8	No
CCNA1		7	7	0.8	No
ENDOU		7	7	0.8	No
PHOX2B		7	7	0.8	Yes
BTRC		7	7	0.8	No
HIST1H3F		7	7	0.8	Yes
BRSK2		7	7	0.8	No
RNF8		8	7	0.8	No
SH2D2A		7	7	0.8	No
CLDN6		7	7	0.8	No
PIGQ		7	7	0.8	No
PCSK7		7	7	0.8	Yes
ZW10		7	7	0.8	No
AIMP1		7	7	0.8	No
GTF3C5		7	7	0.8	No
B4GALT5		7	7	0.8	No
QKI		7	7	0.8	Yes
HOMER3		7	7	0.8	No
BAG5		7	7	0.8	No
BAG4		7	7	0.8	No
FEZ1		8	7	0.8	No
SOCS5		9	7	0.8	No
EMC2		7	7	0.8	No
SNX17		7	7	0.8	No
SPOCK2		7	7	0.8	No
CUL7		7	7	0.8	No
PJA2		7	7	0.8	No
AREL1		7	7	0.8	No
ATP2C2		7	7	0.8	No
NR1I3		7	7	0.8	No
REC8		8	7	0.8	No
ZBTB33		7	7	0.8	No
HDAC5		7	7	0.8	No
SH2B3		7	7	0.8	Yes
SAE1		7	7	0.8	No
DNM1L		7	7	0.8	No
PREB		7	7	0.8	No
HIPK3		7	7	0.8	No
ACTR1B		8	7	0.8	No
MBNL2		7	7	0.8	No
SORBS3		7	7	0.8	No
DHRS2		10	7	0.8	No
FLOT1		7	7	0.8	No
DDX39A		7	7	0.8	No
HNRNPR		7	7	0.8	No
GPHN		7	7	0.8	Yes
SPRY2		7	7	0.8	No
SF3A1		7	7	0.8	No
MICU1		7	7	0.8	No
CACNG2		7	7	0.8	No
SPAG11B		7	7	0.8	No
RAPGEF3		7	7	0.8	No
ZNHIT1		7	7	0.8	No
TADA3		7	7	0.8	No
CREB3		7	7	0.8	No
STK25		7	7	0.8	No
SEMA6B		8	7	0.8	No
CCT7		7	7	0.8	No
SCGN		7	7	0.8	No
SH2B2		7	7	0.8	No
RBCK1		7	7	0.8	No
TGOLN2		7	7	0.8	No
DMRT2		7	7	0.8	No
KHDRBS1		7	7	0.8	No
CELF2		8	7	0.8	No
CCT6B		7	7	0.8	Yes
AP4B1		7	7	0.8	No
SIX2		7	7	0.8	No
PTTG2		7	7	0.8	No
ZNF273		7	7	0.8	No
CD300C		7	7	0.8	No
MRPS30		7	7	0.8	No
PROKR1		7	7	0.8	No
GPR83		7	7	0.8	No
SMPDL3A		7	7	0.8	No
GPR75		7	7	0.8	No
C11ORF58		7	7	0.8	No
PDIA5		7	7	0.8	No
METAP2		7	7	0.8	No
BTN3A1		7	7	0.8	No
FAF1		7	7	0.8	Yes
CDC42EP1		7	7	0.8	No
CDC37		7	7	0.8	No
ERLIN2		7	7	0.8	No
CA5B		7	7	0.8	No
GPR176		9	7	0.8	No
PXMP4		9	7	0.8	No
MGAT4B		8	7	0.8	No
VPS45		7	7	0.8	No
CD300A		7	7	0.8	No
ACOT7		7	7	0.8	No
RNF13		7	7	0.8	No
NLGN4Y		7	7	0.8	No
RAB11FIP2		7	7	0.8	No
CPEB3		7	7	0.8	No
FNDC3A		7	7	0.8	No
INPP5F		7	7	0.8	No
UBOX5		7	7	0.8	No
SBNO2		7	7	0.8	No
DHX30		7	7	0.8	No
TTC39A		7	7	0.8	No
DAAM1		7	7	0.8	No
PALLD		7	7	0.8	No
GGA2		7	7	0.8	No
EMC1		7	7	0.8	No
FRMD4B		7	7	0.8	No
SEPTIN6		7	7	0.8	Yes
RFTN1		7	7	0.8	No
PMPCA		7	7	0.8	No
PLEKHM2		7	7	0.8	No
ATMIN		7	7	0.8	No
KIAA0930		10	7	0.8	No
SLC9A8		7	7	0.8	No
JADE2		7	7	0.8	No
NCAPH		7	7	0.8	No
FBXO46		7	7	0.8	No
LINC01565		7	7	0.8	No
HEY1		9	7	0.8	Yes
CES3		7	7	0.8	No
HEY2		7	7	0.8	No
PDSS1		7	7	0.8	No
MKRN2		8	7	0.8	No
PRND		7	7	0.8	No
RAB38		7	7	0.8	No
KCNE4		7	7	0.8	No
GSPT2		7	7	0.8	No
PITPNB		7	7	0.8	No
SUN2		7	7	0.8	No
TMEM59L		7	7	0.8	No
BAMBI		7	7	0.8	No
TTLL1		7	7	0.8	No
ABTB2		10	7	0.8	No
NEPRO		7	7	0.8	No
PAMR1		7	7	0.8	No
KBTBD2		7	7	0.8	No
RWDD3		7	7	0.8	No
AAR2		7	7	0.8	No
NOC2L		7	7	0.8	No
KLHL3		7	7	0.8	No
SLC13A4		7	7	0.8	No
FBXO3		7	7	0.8	No
HIBCH		7	7	0.8	No
OR7A17		8	7	0.8	No
CNNM3		10	7	0.8	No
AATF		7	7	0.8	No
RGS17		7	7	0.8	No
OR4D1		7	7	0.8	No
ACAD8		7	7	0.8	No
GHITM		7	7	0.8	No
KCNMB3		7	7	0.8	No
EIF2AK1		7	7	0.8	No
DKK2		7	7	0.8	No
GLS2		9	7	0.8	No
GPR82		7	7	0.8	No
RBMS3		7	7	0.8	No
ANGPTL3		7	7	0.8	No
RRP7A		7	7	0.8	No
STK39		7	7	0.8	No
MCAT		7	7	0.8	No
IGHV3OR15-7		7	7	0.8	No
IGHV3-30		7	7	0.8	No
IGHV3-15		7	7	0.8	No
TRBV6-6		7	7	0.8	No
IGLV2-33		7	7	0.8	No
IGLV1-44		7	7	0.8	No
GIT1		7	7	0.8	No
MAGEH1		7	7	0.8	No
NOB1		7	7	0.8	No
TMOD2		7	7	0.8	No
NCAPH2		7	7	0.8	No
ICOS		7	7	0.8	No
MYLPF		7	7	0.8	No
GPSM2		7	7	0.8	No
SNX15		7	7	0.8	No
SEC61A1		7	7	0.8	No
EFEMP2		10	7	0.8	No
ZNF354C		7	7	0.8	No
IL22		7	7	0.8	No
IRX4		7	7	0.8	No
DHH		7	7	0.8	No
CUTC		7	7	0.8	No
SH3GLB1		7	7	0.8	No
NDUFAF1		7	7	0.8	No
COQ4		7	7	0.8	No
GPN3		7	7	0.8	No
NUSAP1		7	7	0.8	No
MARCH2		7	7	0.8	No
C1RL		7	7	0.8	No
ERGIC2		7	7	0.8	No
SLC15A3		7	7	0.8	No
REEP2		7	7	0.8	No
ZBTB7A		7	7	0.8	Yes
MBTPS2		11	7	0.8	No
TRPV2		7	7	0.8	No
SNX9		7	7	0.8	No
FAM8A1		7	7	0.8	No
YTHDF2		7	7	0.8	No
CTDSPL2		7	7	0.8	No
CWC15		7	7	0.8	No
NCKIPSD		8	7	0.8	No
OSER1		7	7	0.8	No
SIRT7		7	7	0.8	No
ACKR4		8	7	0.8	No
RBMX2		7	7	0.8	No
CPSF3		8	7	0.8	No
STK26		8	7	0.8	No
CALML5		7	7	0.8	No
UBASH3A		7	7	0.8	No
IL20RB		7	7	0.8	No
C11ORF24		7	7	0.8	No
TRIM34		7	7	0.8	No
CSNK1G1		7	7	0.8	No
ERRFI1		8	7	0.8	Yes
GPR173		7	7	0.8	No
SIAE		7	7	0.8	No
SASH3		7	7	0.8	No
FBXO42		7	7	0.8	No
TAF7L		11	7	0.8	No
TRMT13		7	7	0.8	No
DDIT4		7	7	0.8	No
NECAB2		10	7	0.8	No
DIRAS2		7	7	0.8	No
DYM		7	7	0.8	No
NUP62CL		7	7	0.8	No
COMMD8		7	7	0.8	No
GEMIN8		7	7	0.8	No
INTS11		7	7	0.8	No
C20ORF27		7	7	0.8	No
C1ORF159		7	7	0.8	No
ZWILCH		7	7	0.8	No
ZCWPW1		7	7	0.8	No
SLC52A1		7	7	0.8	No
SLC38A4		7	7	0.8	No
LRRC8D		7	7	0.8	No
C19ORF73		7	7	0.8	No
KLHL11		7	7	0.8	No
TMLHE		7	7	0.8	No
PANK4		7	7	0.8	No
OGFOD1		7	7	0.8	No
TMEM100		7	7	0.8	No
PI4K2B		7	7	0.8	No
TMEM144		7	7	0.8	No
CHST12		7	7	0.8	No
DDX43		7	7	0.8	No
ZNF821		7	7	0.8	No
FOXRED1		7	7	0.8	No
ZNF280C		7	7	0.8	No
STAP2		7	7	0.8	No
POMGNT1		7	7	0.8	No
LRRC40		7	7	0.8	No
OSGEP		8	7	0.8	No
NDC1		7	7	0.8	No
FAR2		7	7	0.8	No
ZNF334		7	7	0.8	No
DNAJC11		7	7	0.8	No
AP5M1		7	7	0.8	No
INAVA		7	7	0.8	No
DDX28		10	7	0.8	No
MYNN		7	7	0.8	No
ZNF302		10	7	0.8	No
CMAS		7	7	0.8	No
LANCL2		8	7	0.8	No
NSFL1C		7	7	0.8	No
SMG9		7	7	0.8	No
C8ORF44		7	7	0.8	No
GPCPD1		7	7	0.8	No
KYAT3		7	7	0.8	No
SLC7A10		7	7	0.8	No
CTPS2		7	7	0.8	No
MMP26		7	7	0.8	No
OR2S2		10	7	0.8	No
KCNK13		7	7	0.8	No
EMC7		7	7	0.8	No
STARD7		7	7	0.8	No
DHX33		7	7	0.8	No
NIT2		7	7	0.8	No
SHD		7	7	0.8	No
ACKR3		7	7	0.8	Yes
AKR1B10		7	7	0.8	No
PDXP		7	7	0.8	No
AGTRAP		7	7	0.8	No
PITHD1		7	7	0.8	No
AVEN		7	7	0.8	No
C12ORF4		8	7	0.8	No
PLAAT1		7	7	0.8	No
ADCK1		7	7	0.8	No
RCN3		7	7	0.8	No
CLTRN		7	7	0.8	No
AS3MT		7	7	0.8	No
LRRC47		7	7	0.8	No
RNF150		7	7	0.8	No
MTA3		7	7	0.8	No
NCEH1		7	7	0.8	No
NLGN2		7	7	0.8	No
WDR48		7	7	0.8	No
FNIP2		7	7	0.8	No
STIM2		7	7	0.8	No
UVSSA		7	7	0.8	No
ZNF317		8	7	0.8	No
GBA2		7	7	0.8	No
JAM2		7	7	0.8	No
SCAF1		7	7	0.8	No
DMRT3		7	7	0.8	No
PRDM12		7	7	0.8	No
PLEKHA1		7	7	0.8	No
EDA2R		7	7	0.8	No
GUF1		7	7	0.8	No
RIC8A		7	7	0.8	No
DUSP21		7	7	0.8	No
ELMO2		7	7	0.8	No
GALNT11		7	7	0.8	No
CIDEC		7	7	0.8	No
CXORF56		7	7	0.8	No
DMRTC2		7	7	0.8	No
NEUROG2		7	7	0.8	No
PRSS22		7	7	0.8	No
PBLD		7	7	0.8	No
PARVG		7	7	0.8	No
TINAGL1		7	7	0.8	No
DPEP3		7	7	0.8	No
MMS19		7	7	0.8	No
MTMR14		7	7	0.8	No
GPR135		7	7	0.8	No
TSPY2		7	7	0.8	No
C16ORF58		7	7	0.8	No
MARC1		7	7	0.8	No
FAM160B2		7	7	0.8	No
EXO5		10	7	0.8	No
CDCP1		7	7	0.8	No
VPS33A		7	7	0.8	No
BRD9		7	7	0.8	No
KCTD14		7	7	0.8	No
SLC2A11		7	7	0.8	No
YIPF2		7	7	0.8	No
GGCT		8	7	0.8	No
TMEM106C		7	7	0.8	No
ZNF655		8	7	0.8	No
POGLUT2		7	7	0.8	No
CCDC86		7	7	0.8	No
APOO		10	7	0.8	No
MMP28		7	7	0.8	No
CRELD2		7	7	0.8	No
RNF128		7	7	0.8	No
NAA16		8	7	0.8	No
NEIL1		7	7	0.8	No
GAL3ST4		7	7	0.8	No
ZMAT4		7	7	0.8	No
IGFLR1		7	7	0.8	No
DIPK2B		7	7	0.8	No
TXNDC15		7	7	0.8	No
RERGL		10	7	0.8	No
NIPAL2		7	7	0.8	No
MOB3B		7	7	0.8	Yes
CAMKMT		7	7	0.8	No
TUBAL3		9	7	0.8	No
CPSF7		7	7	0.8	No
MORN1		7	7	0.8	No
COQ8B		7	7	0.8	No
DENND1C		7	7	0.8	No
CEP76		7	7	0.8	No
JADE1		7	7	0.8	No
DENND2D		7	7	0.8	No
TRMT2B		7	7	0.8	No
TMEM62		7	7	0.8	No
HKDC1		7	7	0.8	No
RUFY1		7	7	0.8	No
SLC35F5		7	7	0.8	No
FAM214B		7	7	0.8	No
ABTB1		7	7	0.8	No
SLC19A3		7	7	0.8	No
COL18A1		7	7	0.8	No
EEPD1		7	7	0.8	No
TAS1R2		7	7	0.8	No
TUBB1		7	7	0.8	No
SGPP1		7	7	0.8	No
KRTAP1-3		7	7	0.8	No
CCDC70		9	7	0.8	No
KRTAP9-2		7	7	0.8	No
STARD3NL		7	7	0.8	No
TMPRSS13		7	7	0.8	No
WDR54		7	7	0.8	No
HORMAD1		8	7	0.8	No
SLC7A6OS		7	7	0.8	No
FAM161A		7	7	0.8	No
POMK		7	7	0.8	No
ZMYND12		7	7	0.8	No
EIF1AD		7	7	0.8	No
PHF6		7	7	0.8	Yes
TMEM107		7	7	0.8	No
HHIPL1		7	7	0.8	No
HOPX		9	7	0.8	No
C15ORF41		7	7	0.8	No
NT5C1A		7	7	0.8	No
SLC9A7		8	7	0.8	No
FAM167B		7	7	0.8	No
PLPP7		10	7	0.8	No
RTN4IP1		7	7	0.8	No
RIOX2		7	7	0.8	No
RPUSD4		7	7	0.8	No
SPRYD3		7	7	0.8	No
CORO6		7	7	0.8	No
TNS4		7	7	0.8	No
SYTL1		7	7	0.8	No
ALKBH6		7	7	0.8	No
REPS1		7	7	0.8	No
HIST1H2AH		7	7	0.8	No
TSPYL5		7	7	0.8	No
GALP		7	7	0.8	No
TRIM4		7	7	0.8	No
UBE3D		7	7	0.8	No
ZNF30		7	7	0.8	No
WFDC8		7	7	0.8	No
CCDC32		8	7	0.8	No
PKDCC		7	7	0.8	No
SYT12		7	7	0.8	No
FDXACB1		7	7	0.8	No
TTC30A		7	7	0.8	No
BICDL1		7	7	0.8	No
DTD1		9	7	0.8	No
HIST3H2A		7	7	0.8	No
ZNF276		7	7	0.8	No
B3GNT7		7	7	0.8	No
OLFM2		7	7	0.8	No
CCDC114		7	7	0.8	No
OPALIN		7	7	0.8	No
CAVIN3		7	7	0.8	No
VPS26B		7	7	0.8	No
CFAP36		7	7	0.8	No
RPUSD1		7	7	0.8	No
CDCA5		7	7	0.8	No
SLC46A1		8	7	0.8	No
EFHC1		7	7	0.8	No
LMTK3		7	7	0.8	No
OSBPL9		7	7	0.8	No
C1QTNF3		7	7	0.8	No
FBXO32		7	7	0.8	No
SLC26A9		7	7	0.8	No
HAUS1		7	7	0.8	No
ZNF653		7	7	0.8	No
WDR92		7	7	0.8	No
MOGAT1		8	7	0.8	No
IL22RA2		7	7	0.8	No
CLNK		7	7	0.8	No
ART5		7	7	0.8	No
NXPE2		7	7	0.8	No
DEPDC4		7	7	0.8	No
KRT74		10	7	0.8	No
TPPP2		7	7	0.8	No
LRR1		7	7	0.8	No
KRBA2		7	7	0.8	No
ZFP3		7	7	0.8	No
OSCP1		7	7	0.8	No
LIX1L		7	7	0.8	No
NAXE		7	7	0.8	No
ARHGEF19		7	7	0.8	No
C20ORF141		7	7	0.8	No
CHMP4B		10	7	0.8	No
EMID1		7	7	0.8	No
TMEM18		7	7	0.8	No
FBLN7		8	7	0.8	No
TRIM43		7	7	0.8	No
NUDT16		8	7	0.8	No
CPEB2		7	7	0.8	No
C5ORF49		7	7	0.8	No
DNAJC21		7	7	0.8	No
GRPEL2		7	7	0.8	No
ACOT12		7	7	0.8	No
ASB10		7	7	0.8	No
HGSNAT		7	7	0.8	No
PTPDC1		9	7	0.8	No
OTUD6A		7	7	0.8	No
TLDC2		7	7	0.8	No
RIMS4		7	7	0.8	No
NEURL2		7	7	0.8	No
DEFB127		7	7	0.8	No
SCP2D1		7	7	0.8	No
ISM1		7	7	0.8	No
DCANP1		7	7	0.8	No
CACUL1		7	7	0.8	No
POGLUT3		7	7	0.8	No
CPNE8		7	7	0.8	No
FAM216B		7	7	0.8	No
SLC38A6		7	7	0.8	No
MESP2		7	7	0.8	No
CFAP52		7	7	0.8	No
ZNF480		7	7	0.8	No
HIPK4		7	7	0.8	No
ZNF563		7	7	0.8	No
CAPN12		7	7	0.8	No
DIRAS1		7	7	0.8	No
BROX		7	7	0.8	No
SAMD13		7	7	0.8	No
UBE2U		7	7	0.8	No
HSCB		7	7	0.8	No
OR6B3		7	7	0.8	No
SLC23A3		7	7	0.8	No
PPP4R2		7	7	0.8	Yes
RNF38		8	7	0.8	No
SLC36A2		7	7	0.8	No
RDH10		7	7	0.8	No
ESCO2		7	7	0.8	Yes
LCN6		7	7	0.8	No
TTC16		7	7	0.8	No
ZXDB		7	7	0.8	No
DGKH		7	7	0.8	No
GPR180		7	7	0.8	No
FSIP1		7	7	0.8	No
ZNF433		8	7	0.8	No
UBXN2A		7	7	0.8	No
MIER3		7	7	0.8	No
XAGE5		7	7	0.8	No
POLR3H		7	7	0.8	No
EEF2KMT		10	7	0.8	No
CT62		7	7	0.8	No
EME2		7	7	0.8	No
NSMCE1		7	7	0.8	No
GGN		7	7	0.8	No
DHFR2		7	7	0.8	No
SPEM2		7	7	0.8	No
SLC39A11		7	7	0.8	No
PDE12		7	7	0.8	No
CCDC125		7	7	0.8	No
PRSS55		8	7	0.8	No
ERICH5		7	7	0.8	No
SLC36A1		7	7	0.8	No
GJD4		7	7	0.8	No
SLC37A2		7	7	0.8	No
OOSP2		7	7	0.8	No
CFAP53		7	7	0.8	No
RNF152		7	7	0.8	No
RPP38-DT		7	7	0.8	No
BEND6		8	7	0.8	No
GSTA5		7	7	0.8	No
ATP6V1C2		7	7	0.8	No
RNASEH1		8	7	0.8	No
AFG1L		7	7	0.8	No
PELI3		7	7	0.8	No
IL27		7	7	0.8	No
SNX32		7	7	0.8	No
TBC1D28		8	7	0.8	No
REXO1L1P		7	7	0.8	No
CBARP		7	7	0.8	No
SYCE2		7	7	0.8	No
GLIPR1L1		7	7	0.8	No
CFAP126		7	7	0.8	No
SNX33		7	7	0.8	No
IL4I1		7	7	0.8	No
SEC14L3		7	7	0.8	No
RAB40AL		7	7	0.8	No
SLC22A24		7	7	0.8	No
EXOC3L1		7	7	0.8	No
PIGW		7	7	0.8	No
SLC26A11		7	7	0.8	No
CYP4A22		7	7	0.8	No
C3ORF38		7	7	0.8	No
DCAF4L1		7	7	0.8	No
CNPY1		7	7	0.8	No
TMEM119		7	7	0.8	No
LINGO4		8	7	0.8	No
POTEA		7	7	0.8	No
EZHIP		7	7	0.8	Yes
MS4A10		7	7	0.8	No
OR6C4		7	7	0.8	No
HNRNPCL1		7	7	0.8	No
RAB41		7	7	0.8	No
TMEM255B		7	7	0.8	No
BPIFB3		7	7	0.8	No
TEX45		7	7	0.8	No
SPATA21		7	7	0.8	No
SLC27A1		7	7	0.8	No
CATSPER4		7	7	0.8	No
NHLRC1		7	7	0.8	No
KRTAP10-6		7	7	0.8	No
KRTAP10-12		7	7	0.8	No
KRTAP5-3		7	7	0.8	No
SKIDA1		7	7	0.8	No
C16ORF86		7	7	0.8	No
ZNF749		7	7	0.8	No
PRR23C		7	7	0.8	No
C4ORF50		7	7	0.8	No
LRRC14B		7	7	0.8	No
OR51D1		8	7	0.8	No
OR5AK2		7	7	0.8	No
ACP7		8	7	0.8	No
OR5C1		7	7	0.8	No
C11ORF87		7	7	0.8	No
ANKRD36C		7	7	0.8	No
ASB18		7	7	0.8	No
OR51A4		10	7	0.8	No
OR2T5		7	7	0.8	No
APOBEC4		7	7	0.8	No
